data_hora,tipo_postura,duracao,angulo_pescoco,angulo_coluna
2025-05-29 18:17:43.151593,Postura incorreta - Pescoço muito inclinado,1,54.13102761440353,93.18060124296848
2025-05-29 18:17:43.096319,Postura incorreta - Pescoço muito inclinado,1,54.343643230517394,93.19822889443208
2025-05-29 18:17:43.023460,Postura incorreta - Pescoço muito inclinado,1,54.21364877863395,93.13542468059372
2025-05-29 18:17:42.952217,Postura incorreta - Pescoço muito inclinado,1,54.01366848140383,92.98811431649261
2025-05-29 18:17:42.891413,Postura incorreta - Pescoço muito inclinado,1,53.98606808324103,92.96744791022404
2025-05-29 18:17:42.826448,Postura incorreta - Pescoço muito inclinado,1,53.970348974784955,92.95709939048476
2025-05-29 18:17:42.761346,Postura incorreta - Pescoço muito inclinado,1,53.95258925395423,92.94331725439429
2025-05-29 18:17:42.697436,Postura incorreta - Pescoço muito inclinado,1,53.58006161936449,92.36678254180772
2025-05-29 18:17:42.620993,Postura incorreta - Pescoço muito inclinado,1,53.51501917941193,92.37286609596794
2025-05-29 18:17:42.553187,Postura incorreta - Pescoço muito inclinado,1,53.35900020564333,92.4276590355576
2025-05-29 18:17:42.495814,Postura incorreta - Pescoço muito inclinado,1,53.338761352809335,92.35187316824819
2025-05-29 18:17:42.437799,Postura incorreta - Pescoço muito inclinado,1,53.76605713346648,92.36418736894322
2025-05-29 18:17:42.369598,Postura incorreta - Pescoço muito inclinado,1,54.236121158903664,92.40351925078397
2025-05-29 18:17:42.316486,Postura incorreta - Pescoço muito inclinado,1,54.10167791356246,92.29266792813331
2025-05-29 18:17:42.258220,Postura incorreta - Pescoço muito inclinado,1,54.41513484873005,92.580518207193
2025-05-29 18:17:42.201927,Postura incorreta - Pescoço muito inclinado,1,55.07348858630108,93.43020651191057
2025-05-29 18:17:42.136145,Postura incorreta - Pescoço muito inclinado,1,55.074798357967,93.15536712968179
2025-05-29 18:17:42.084784,Postura incorreta - Pescoço muito inclinado,1,55.24810623606301,93.17522390549438
2025-05-29 18:17:42.016158,Postura incorreta - Pescoço muito inclinado,1,55.59547862730797,93.1870728075311
2025-05-29 18:17:41.964496,Postura incorreta - Pescoço muito inclinado,1,55.55366649695229,93.19156850698313
2025-05-29 18:17:41.896553,Postura incorreta - Pescoço muito inclinado,1,55.50062571733271,93.20951055976536
