data_hora,tipo_postura,duracao,angulo_pescoco,angulo_coluna
2025-05-29 17:59:43.479778,Postura incorreta - Pescoço muito inclinado,1,56.59784481230302,94.10363713892805
2025-05-29 17:59:43.396912,Postura incorreta - Pescoço muito inclinado,1,56.76264942220252,94.12744287111411
2025-05-29 17:59:43.329229,Postura incorreta - Pescoço muito inclinado,1,56.67550639713931,94.1624153186646
2025-05-29 17:59:43.273252,Postura incorreta - Pescoço muito inclinado,1,56.868624886630926,94.20980322492484
2025-05-29 17:59:43.209263,Postura incorreta - Pescoço muito inclinado,1,57.09418577094364,94.49460429349327
2025-05-29 17:59:43.152745,Postura incorreta - Pescoço muito inclinado,1,57.042232647453275,94.48557782766932
2025-05-29 17:59:43.092191,Postura incorreta - Pescoço muito inclinado,1,57.00625800294,94.42270978612213
2025-05-29 17:59:43.026341,Postura incorreta - Pescoço muito inclinado,1,57.11852501164883,94.3713960264831
2025-05-29 17:59:42.961733,Postura incorreta - Pescoço muito inclinado,1,57.369588240131755,94.65610885748721
2025-05-29 17:59:42.902596,Postura incorreta - Pescoço muito inclinado,1,58.5381634048871,95.09947858757138
2025-05-29 17:59:42.842622,Postura incorreta - Pescoço muito inclinado,1,59.02466809448298,95.22908579684562
2025-05-29 17:59:42.792018,Postura incorreta - Pescoço muito inclinado,1,58.995725456427316,95.2325957073054
2025-05-29 17:59:42.726562,Postura incorreta - Pescoço muito inclinado,1,58.42096494462629,94.51215539464312
2025-05-29 17:59:42.662782,Postura incorreta - Pescoço muito inclinado,1,57.584246129986866,94.35738310252798
2025-05-29 17:59:42.595782,Postura incorreta - Pescoço muito inclinado,1,55.893834758734116,93.98603153800309
2025-05-29 17:59:42.531148,Postura incorreta - Pescoço muito inclinado,1,55.22139076668859,93.00514509583384
2025-05-29 17:59:42.455344,Postura incorreta - Pescoço muito inclinado,1,55.313129319559245,92.59437522201931
2025-05-29 17:59:42.394694,Postura incorreta - Pescoço muito inclinado,1,55.84658250037725,92.2010465018356
2025-05-29 17:59:42.336997,Postura incorreta - Pescoço muito inclinado,1,56.53126492824102,92.21671371138548
2025-05-29 17:59:42.280150,Postura incorreta - Pescoço muito inclinado,1,57.01448536540975,92.2816461295853
2025-05-29 17:59:42.196724,Postura incorreta - Pescoço muito inclinado,1,57.716774021027156,92.49696734928327
2025-05-29 17:59:42.132476,Postura incorreta - Pescoço muito inclinado,1,58.20491520360956,92.46842567923892
2025-05-29 17:59:42.056641,Postura incorreta - Pescoço muito inclinado,1,58.261385474716505,92.50650718166658
2025-05-29 17:59:41.993629,Postura incorreta - Pescoço muito inclinado,1,58.2172430241038,92.54114838485329
2025-05-29 17:59:41.940082,Postura incorreta - Pescoço muito inclinado,1,58.17370035490173,92.68267198933674
2025-05-29 17:59:41.862576,Postura incorreta - Pescoço muito inclinado,1,58.30722186061092,92.5908452013581
2025-05-29 17:59:41.785680,Postura incorreta - Pescoço muito inclinado,1,58.50852506621984,92.45713403356312
2025-05-29 17:59:41.730915,Postura incorreta - Pescoço muito inclinado,1,57.19751700646611,92.41706043474102
2025-05-29 17:59:41.671923,Postura incorreta - Pescoço muito inclinado,1,56.91313412025734,91.68119663114346
2025-05-29 17:59:41.604740,Postura incorreta - Pescoço muito inclinado,1,56.82707879079896,90.81691623774653
2025-05-29 17:59:41.545872,Postura incorreta - Pescoço muito inclinado,1,55.68945367772587,87.86164494793219
2025-05-29 17:59:41.462624,Postura incorreta - Pescoço muito inclinado,1,55.70414216480677,88.25474334307172
2025-05-29 17:59:41.397048,Postura incorreta - Pescoço muito inclinado,1,55.719109487319706,88.9102152821413
2025-05-29 17:59:41.332012,Postura incorreta - Pescoço muito inclinado,1,55.97607515590048,91.60075920759033
2025-05-29 17:59:41.269309,Postura incorreta - Pescoço muito inclinado,1,55.37723030672083,91.52443290612021
2025-05-29 17:59:41.203229,Postura incorreta - Pescoço muito inclinado,1,58.70991955829186,94.55105874425011
2025-05-29 17:59:41.138943,Postura correta,1,63.36775925135641,96.02687283737104
2025-05-29 17:59:41.060776,Postura correta,1,63.38914973303387,96.27741014293979
2025-05-29 17:59:40.996385,Postura correta,1,63.45914430640598,96.82910439254577
