data_hora,tipo_postura,duracao,angulo_pescoco,angulo_coluna
2025-05-29 18:13:01.952800,Postura incorreta - Pescoço muito inclinado,1,52.75247927172052,91.70555955531142
2025-05-29 18:13:01.881932,Postura incorreta - Pescoço muito inclinado,1,53.051939305001184,91.99888297909075
2025-05-29 18:13:01.821427,Postura incorreta - Pescoço muito inclinado,1,53.14939709285149,91.99323074085342
2025-05-29 18:13:01.744134,Postura incorreta - Pescoço muito inclinado,1,53.28332633178466,91.98455884789696
2025-05-29 18:13:01.681232,Postura incorreta - Pescoço muito inclinado,1,53.97231859193696,92.13796333182567
2025-05-29 18:13:01.617217,Postura incorreta - Pescoço muito inclinado,1,54.14732049747319,92.16239248242054
2025-05-29 18:13:01.552742,Postura incorreta - Pescoço muito inclinado,1,54.48256854399438,92.25808480399489
2025-05-29 18:13:01.496991,Postura incorreta - Pescoço muito inclinado,1,54.84359010258766,92.37086260763965
2025-05-29 18:13:01.444945,Postura incorreta - Pescoço muito inclinado,1,54.98763086452565,92.44293825084152
2025-05-29 18:13:01.384400,Postura incorreta - Pescoço muito inclinado,1,55.453969351590175,92.14419542711187
2025-05-29 18:13:01.321976,Postura incorreta - Pescoço muito inclinado,1,55.336372988124694,92.26335100567988
2025-05-29 18:13:01.270264,Postura incorreta - Pescoço muito inclinado,1,55.30784407875585,91.87945749498908
2025-05-29 18:13:01.208160,Postura incorreta - Pescoço muito inclinado,1,55.66143093608523,91.3120231094164
2025-05-29 18:13:01.153020,Postura incorreta - Pescoço muito inclinado,1,55.89297974862274,91.42724070790611
2025-05-29 18:13:01.092650,Postura incorreta - Pescoço muito inclinado,1,56.46771667101111,92.00561390874829
2025-05-29 18:13:01.032686,Postura incorreta - Pescoço muito inclinado,1,57.14143693979282,92.07055418534466
2025-05-29 18:13:00.974021,Postura incorreta - Pescoço muito inclinado,1,57.46841524604479,91.94957904623851
2025-05-29 18:13:00.917793,Postura incorreta - Pescoço muito inclinado,1,58.184161405506536,91.83059852262762
2025-05-29 18:13:00.853457,Postura incorreta - Pescoço muito inclinado,1,58.76638158591638,92.23755942694353
2025-05-29 18:13:00.790722,Postura incorreta - Pescoço muito inclinado,1,58.68697354323163,91.93385974731297
2025-05-29 18:13:00.741394,Postura incorreta - Pescoço muito inclinado,1,59.17820510926698,92.01781391478345
2025-05-29 18:13:00.687642,Postura incorreta - Pescoço muito inclinado,1,59.07017348858845,91.7511470510441
2025-05-29 18:13:00.608551,Postura incorreta - Pescoço muito inclinado,1,59.36562116650001,91.6083508078346
2025-05-29 18:13:00.553030,Postura incorreta - Pescoço muito inclinado,1,59.75032076219874,91.94217938044268
2025-05-29 18:13:00.492202,Postura incorreta - Pescoço muito inclinado,1,59.87523777572289,91.97432556305621
2025-05-29 18:13:00.425524,Postura incorreta - Pescoço muito inclinado,1,59.89264391945034,92.40299894241015
2025-05-29 18:13:00.360395,Postura correta,1,60.43879598835425,92.83561786633575
