data_hora,tipo_postura,duracao,angulo_pescoco,angulo_coluna
2025-05-29 18:03:55.908216,Postura correta,1,61.800737361517776,99.56285137589383
2025-05-29 18:03:55.838260,Postura correta,1,61.963965192539604,99.41758531735587
2025-05-29 18:03:55.779020,Postura correta,1,61.796621944748956,97.84234856836132
2025-05-29 18:03:55.720358,Postura correta,1,62.225319059635844,98.51042585226382
2025-05-29 18:03:55.637263,Postura correta,1,62.89964967818999,98.27936072327195
2025-05-29 18:03:55.564310,Postura correta,1,64.12727997686584,98.39401908374492
2025-05-29 18:03:55.505182,Postura correta,1,65.23050465371114,98.81594288092458
2025-05-29 18:03:55.448423,Postura correta,1,63.54632195796813,98.3397914912932
2025-05-29 18:03:55.395200,Postura correta,1,63.52779288867239,96.96838390133382
2025-05-29 18:03:55.337130,Postura correta,1,62.042317768794184,96.03437068439257
2025-05-29 18:03:55.281419,Postura correta,1,61.22577349675181,95.72686521483303
2025-05-29 18:03:55.219501,Postura correta,1,61.99083121561075,94.33486290848144
2025-05-29 18:03:55.169166,Postura correta,1,60.4291242051116,93.83319775924242
2025-05-29 18:03:55.106713,Postura incorreta - Pescoço muito inclinado,1,58.16016817033986,91.90122377106536
2025-05-29 18:03:55.044179,Postura incorreta - Pescoço muito inclinado,1,57.12159868605611,90.20373555079709
2025-05-29 18:03:54.980443,Postura incorreta - Pescoço muito inclinado,1,56.344908828992175,89.62290434474397
2025-05-29 18:03:54.918971,Postura incorreta - Pescoço muito inclinado,1,54.2143625371953,89.55503553903893
2025-05-29 18:03:54.851914,Postura incorreta - Pescoço muito inclinado,1,51.85868707960622,89.39901099247962
2025-05-29 18:03:54.773353,Postura incorreta - Pescoço muito inclinado,1,50.288615486011786,89.61396494117577
2025-05-29 18:03:54.706684,Postura incorreta - Pescoço muito inclinado,1,50.60086728389647,89.15169070524146
2025-05-29 18:03:54.645632,Postura incorreta - Pescoço muito inclinado,1,51.68654973853385,88.82430893669421
2025-05-29 18:03:54.572952,Postura incorreta - Pescoço muito inclinado,1,51.13481498355789,88.80030650772328
2025-05-29 18:03:54.502700,Postura incorreta - Pescoço muito inclinado,1,51.455577995319665,88.80930315537742
2025-05-29 18:03:54.435696,Postura incorreta - Pescoço muito inclinado,1,49.81073480814858,88.88007625006149
2025-05-29 18:03:54.365571,Postura incorreta - Pescoço muito inclinado,1,50.14758145658091,88.95655621957893
2025-05-29 18:03:54.307185,Postura incorreta - Pescoço muito inclinado,1,51.03554687134978,88.92186049263503
2025-05-29 18:03:54.245745,Postura incorreta - Pescoço muito inclinado,1,52.558057601333516,88.46679242199274
2025-05-29 18:03:54.178732,Postura incorreta - Pescoço muito inclinado,1,52.526700352485065,88.40739467170151
2025-05-29 18:03:54.108760,Postura incorreta - Pescoço muito inclinado,1,52.430067548056435,88.32504534590372
2025-05-29 18:03:54.034792,Postura incorreta - Pescoço muito inclinado,1,52.85342775535458,88.10883453618072
2025-05-29 18:03:53.970300,Postura incorreta - Pescoço muito inclinado,1,53.032118117967364,87.97024418069124
2025-05-29 18:03:53.907100,Postura incorreta - Pescoço muito inclinado,1,53.51332337602057,88.03817860042058
2025-05-29 18:03:53.843625,Postura incorreta - Pescoço muito inclinado,1,54.218002697542346,88.0293708537793
2025-05-29 18:03:53.779074,Postura incorreta - Pescoço muito inclinado,1,54.33749162755648,87.94634461748673
2025-05-29 18:03:53.707867,Postura incorreta - Pescoço muito inclinado,1,54.07802010172079,88.42411840292374
2025-05-29 18:03:53.634505,Postura incorreta - Pescoço muito inclinado,1,53.24797847504538,88.61017561285088
2025-05-29 18:03:53.569039,Postura incorreta - Pescoço muito inclinado,1,53.18872959672118,88.36680479973418
2025-05-29 18:03:53.507640,Postura incorreta - Pescoço muito inclinado,1,54.31723894814877,89.63186900913604
2025-05-29 18:03:53.442756,Postura incorreta - Pescoço muito inclinado,1,55.09048478927531,90.55231972112443
2025-05-29 18:03:53.379782,Postura incorreta - Pescoço muito inclinado,1,56.689249904136375,90.20697341997314
2025-05-29 18:03:53.303544,Postura incorreta - Pescoço muito inclinado,1,58.58677510207128,90.09575735634988
2025-05-29 18:03:53.235809,Postura incorreta - Pescoço muito inclinado,1,58.081409191258366,90.72421157585785
2025-05-29 18:03:53.171086,Postura incorreta - Pescoço muito inclinado,1,59.98676675750342,90.94995564820198
2025-05-29 18:03:53.106485,Postura correta,1,60.55949628606576,92.32559545304794
2025-05-29 18:03:53.044570,Postura correta,1,60.49905136638236,94.01587059154363
2025-05-29 18:03:52.978902,Postura correta,1,61.6704260042144,94.1913281400289
2025-05-29 18:03:52.899972,Postura correta,1,63.16823932899388,96.03317764481561
2025-05-29 18:03:52.836295,Postura correta,1,62.95335360120917,98.55352932387719
2025-05-29 18:03:52.771777,Postura correta,1,63.43684823261367,99.5768518773253
2025-05-29 18:03:52.706730,Postura correta,1,64.45094798499146,99.66266243351559
2025-05-29 18:03:52.645244,Postura correta,1,63.84294047204512,100.04029461597158
2025-05-29 18:03:52.563480,Postura correta,1,64.85715233948987,100.43417811600403
2025-05-29 18:03:52.498775,Postura correta,1,64.53495597740877,100.15322215847738
2025-05-29 18:03:52.435169,Postura correta,1,65.31806261899158,101.41818624987502
2025-05-29 18:03:52.369930,Postura correta,1,65.35946221024503,101.65987119157315
2025-05-29 18:03:52.308024,Postura correta,1,66.04376936346769,102.64689146880019
2025-05-29 18:03:52.242165,Postura correta,1,64.95693708698558,102.83537074132828
2025-05-29 18:03:52.162600,Postura correta,1,65.01957924616609,102.71097324906634
2025-05-29 18:03:52.098774,Postura correta,1,65.01968159986542,102.58250303615733
2025-05-29 18:03:52.034132,Postura correta,1,65.13053460012657,102.47215454902745
2025-05-29 18:03:51.972713,Postura correta,1,65.20519687810062,102.41132573763912
2025-05-29 18:03:51.905120,Postura correta,1,65.27210500841818,102.32774512695978
2025-05-29 18:03:51.843366,Postura correta,1,65.78251239364246,102.01255273762311
